"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 14:37:12 GMT 2024","Tue Jan 23 14:37:23 GMT 2024","11255","","modules/ai/assets/js/editor/components/prompt-history/history-button.test.ts","AI @ai","","","Prompt History Button",""
"passed","Tue Jan 23 14:41:36 GMT 2024","Tue Jan 23 14:41:54 GMT 2024","17943","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""elementskit-lite"" plugin: @pluginTester1_containers",""
"passed","Tue Jan 23 14:37:31 GMT 2024","Tue Jan 23 14:37:40 GMT 2024","8620","","includes/widgets/rating/style-panel.test.ts","Rating style panel - Icon Experiment: inactive @rating","","","Styling test - Icon Experiment: inactive",""
"passed","Tue Jan 23 14:39:55 GMT 2024","Tue Jan 23 14:40:05 GMT 2024","9796","","modules/nested-accordion/nested-accordion.test.ts","Nested Accordion experiment is active @nested-accordion","","","Accessibility on the Front End",""
"passed","Tue Jan 23 14:37:54 GMT 2024","Tue Jan 23 14:38:11 GMT 2024","17114","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""jetsticky-for-elementor"" plugin: @pluginTester1_containers",""
"passed","Tue Jan 23 14:37:28 GMT 2024","Tue Jan 23 14:37:37 GMT 2024","9822","","modules/nested-accordion/nested-accordion-content.test.ts","Nested Accordion Content Tests @nested-accordion","","","Nested Accordion test SVG Icon and No Icon when Title Icons is disabled",""
"passed","Tue Jan 23 14:41:58 GMT 2024","Tue Jan 23 14:42:15 GMT 2024","16602","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""header-footer-elementor"" plugin: @pluginTester1_sections",""
"passed","Tue Jan 23 14:39:09 GMT 2024","Tue Jan 23 14:39:19 GMT 2024","9472","","modules/styleguide/styleguide.test.ts","Styleguide Preview tests @styleguide_image_link","","","Disabling Styleguide Preview user preference disables Styleguide Preview at Global Colors and Global Typography",""
"passed","Tue Jan 23 14:37:44 GMT 2024","Tue Jan 23 14:37:45 GMT 2024","1305","","core/app/modules/onboarding/onboarding.test.ts","On boarding @onBoarding","","","Onboarding Skip to Hello Theme Page",""
"passed","Tue Jan 23 14:40:17 GMT 2024","Tue Jan 23 14:40:25 GMT 2024","7928","","core/base/document.test.ts","Document tests","","","Converting Gutenberg page to sections columns",""
