"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 08:41:40 GMT 2024","Fri Jan 26 08:41:45 GMT 2024","5672","","link.test.ts","Testing link control for widgets: @styleguide_image_link","","","Verify text-path link control",""
"passed","Fri Jan 26 08:41:32 GMT 2024","Fri Jan 26 08:41:37 GMT 2024","5030","","assets/dev/js/frontend/handlers/image-carousel/lazyload.test.ts","","","","Image Carousel widget sanity test lazyload",""
"passed","Fri Jan 26 08:40:25 GMT 2024","Fri Jan 26 08:40:40 GMT 2024","15002","","includes/widgets/image.test.ts","Image widget tests @styleguide_image_link","","","image-box: Image size test",""
"passed","Fri Jan 26 08:40:57 GMT 2024","Fri Jan 26 08:41:05 GMT 2024","7643","","video.test.ts","Video tests inside a container @video","","","dailymotion controls and link test",""
"passed","Fri Jan 26 08:41:30 GMT 2024","Fri Jan 26 08:41:38 GMT 2024","7943","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Verify the separation of the parent and child nested tabs styling",""
"passed","Fri Jan 26 08:41:19 GMT 2024","Fri Jan 26 08:41:23 GMT 2024","4005","","assets/dev/js/editor/introduction-tooltips/global-font-introduction.test.ts","Global font introduction tests","","","Check if globals introduction tooltip is being triggered by clicking on the font popover",""
"passed","Fri Jan 26 08:40:28 GMT 2024","Fri Jan 26 08:40:34 GMT 2024","5975","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Accessibility inside the Editor",""
"passed","Fri Jan 26 08:43:52 GMT 2024","Fri Jan 26 08:44:09 GMT 2024","17290","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""jetgridbuilder"" plugin: @pluginTester2_containers",""
"passed","Fri Jan 26 08:41:27 GMT 2024","Fri Jan 26 08:41:33 GMT 2024","5831","","container-grid.test.ts","Container Grid tests @container","","","Test Empty View should not distorse preview on tablet",""
"passed","Fri Jan 26 08:42:36 GMT 2024","Fri Jan 26 08:42:49 GMT 2024","12449","","modules/styleguide/styleguide.test.ts","Styleguide Preview tests @styleguide_image_link","","","Disabling Styleguide Preview at Global Colors hides the Styleguide Modal and updates user preferences",""
"passed","Fri Jan 26 08:42:36 GMT 2024","Fri Jan 26 08:42:40 GMT 2024","3856","","button.test.ts","","","","Button controls should return to default",""
"passed","Fri Jan 26 08:43:36 GMT 2024","Fri Jan 26 08:43:54 GMT 2024","18157","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""visibility-logic-elementor"" plugin: @pluginTester2_sections",""
"passed","Fri Jan 26 08:43:46 GMT 2024","Fri Jan 26 08:43:47 GMT 2024","1070","","editor-v2.test.ts","Editor v2","","","check panel styles",""
"passed","Fri Jan 26 08:43:51 GMT 2024","Fri Jan 26 08:43:55 GMT 2024","3300","","elements-panel.test.ts","","","","block adding from panel an inner section inside an inner section",""
"skipped","Fri Jan 26 08:41:12 GMT 2024","Fri Jan 26 08:41:12 GMT 2024","0","","assets/dev/js/editor/elements/views/widget.test.ts","$e.run( 'editor/elements/views/widget' )","","","Check if the empty placeholder is displayed inside the Google Maps widget",""
"passed","Fri Jan 26 08:44:42 GMT 2024","Fri Jan 26 08:44:49 GMT 2024","7050","","includes/widgets/icon.test.ts","Icon and social icon widget tests","","","Social icons: upload svg",""
"passed","Fri Jan 26 08:45:24 GMT 2024","Fri Jan 26 08:45:30 GMT 2024","6311","","includes/widgets/tabs.test.ts","Tabs widget tests","","","Tabs widget sanity test",""
"passed","Fri Jan 26 08:45:33 GMT 2024","Fri Jan 26 08:45:50 GMT 2024","16181","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""make-column-clickable-elementor"" plugin: @pluginTester1_sections",""
"passed","Fri Jan 26 08:44:12 GMT 2024","Fri Jan 26 08:44:15 GMT 2024","3401","","container.test.ts","Container tests @container","","","Test container wizard",""
"passed","Fri Jan 26 08:44:01 GMT 2024","Fri Jan 26 08:44:20 GMT 2024","19884","","includes/elements/section/stretch-section.test.ts","","","","Stretch section",""
"passed","Fri Jan 26 08:41:14 GMT 2024","Fri Jan 26 08:41:20 GMT 2024","5877","","link.test.ts","Testing link control for widgets: @styleguide_image_link","","","Verify image link control",""
"passed","Fri Jan 26 08:42:44 GMT 2024","Fri Jan 26 08:43:00 GMT 2024","16453","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""anywhere-elementor"" plugin: @pluginTester1_containers",""
"passed","Fri Jan 26 08:40:39 GMT 2024","Fri Jan 26 08:40:56 GMT 2024","16976","","modules/nested-accordion/nested-accordion-content.test.ts","Nested Accordion Content Tests @nested-accordion","","","Nested Accordion Title, Text and Icon Position",""
"passed","Fri Jan 26 08:45:37 GMT 2024","Fri Jan 26 08:45:54 GMT 2024","17376","","lighthouse.test.ts","Lighthouse tests","","","Accordion widget test",""
"passed","Fri Jan 26 08:44:25 GMT 2024","Fri Jan 26 08:44:42 GMT 2024","16274","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""envato-elements"" plugin: @pluginTester1_sections",""
"passed","Fri Jan 26 08:42:34 GMT 2024","Fri Jan 26 08:42:51 GMT 2024","16504","","elements-regression.test.ts","Elementor regression tests with templates for CORE","","","Test alert template",""
"passed","Fri Jan 26 08:40:18 GMT 2024","Fri Jan 26 08:40:19 GMT 2024","868","","core/app/modules/onboarding/onboarding.test.ts","On boarding @onBoarding","","","Onboarding Site Name Page",""
"passed","Fri Jan 26 08:44:59 GMT 2024","Fri Jan 26 08:45:06 GMT 2024","6930","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Check title width inside the accordion mode",""
"passed","Fri Jan 26 08:40:44 GMT 2024","Fri Jan 26 08:40:54 GMT 2024","10154","","modules/ai/assets/js/editor/components/prompt-history/index.test.ts","AI @ai","","","Prompt History - a11y",""
"passed","Fri Jan 26 08:42:33 GMT 2024","Fri Jan 26 08:42:55 GMT 2024","22318","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Verify the correct relationships between normal, hover and active styling",""
"passed","Fri Jan 26 08:43:58 GMT 2024","Fri Jan 26 08:44:04 GMT 2024","5406","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Check none breakpoint",""
"passed","Fri Jan 26 08:43:54 GMT 2024","Fri Jan 26 08:44:14 GMT 2024","20426","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""ht-mega-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Fri Jan 26 08:43:18 GMT 2024","Fri Jan 26 08:43:23 GMT 2024","5254","","container.test.ts","Container tests @container","","","Container Transform controls",""
