"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 12:46:01 GMT 2024","Thu Jan 25 12:46:06 GMT 2024","5627","","container-grid.test.ts","Container Grid tests @container","","","Test Empty View should not distorse preview",""
"passed","Thu Jan 25 12:45:09 GMT 2024","Thu Jan 25 12:45:17 GMT 2024","8305","","assets/dev/js/editor/controls-conditions.test.ts","","","","Editor Responsive Control Conditions",""
"passed","Thu Jan 25 12:47:30 GMT 2024","Thu Jan 25 12:47:47 GMT 2024","16904","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""anywhere-elementor"" plugin: @pluginTester1_containers",""
"passed","Thu Jan 25 12:47:00 GMT 2024","Thu Jan 25 12:47:18 GMT 2024","17492","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""sticky-header-effects-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Thu Jan 25 12:47:57 GMT 2024","Thu Jan 25 12:48:08 GMT 2024","11429","","elements-regression.test.ts","Elementor regression tests with templates for CORE","","","Test toggle template",""
"passed","Thu Jan 25 12:48:17 GMT 2024","Thu Jan 25 12:48:21 GMT 2024","4423","","elements-panel.test.ts","","","","add widgets from the panel by click",""
"passed","Thu Jan 25 12:46:07 GMT 2024","Thu Jan 25 12:46:15 GMT 2024","8381","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Check the icon size on frontend",""
"passed","Thu Jan 25 12:45:54 GMT 2024","Thu Jan 25 12:46:00 GMT 2024","6166","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Responsive breakpoints for Nested Tabs",""
"passed","Thu Jan 25 12:49:23 GMT 2024","Thu Jan 25 12:49:40 GMT 2024","17306","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""code-block-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Thu Jan 25 12:45:08 GMT 2024","Thu Jan 25 12:45:26 GMT 2024","17282","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""jetsticky-for-elementor"" plugin: @pluginTester1_containers",""
"passed","Thu Jan 25 12:48:22 GMT 2024","Thu Jan 25 12:48:40 GMT 2024","17817","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""dynamic-visibility-for-elementor"" plugin: @pluginTester1_containers",""
"passed","Thu Jan 25 12:50:21 GMT 2024","Thu Jan 25 12:50:28 GMT 2024","6493","","modules/favorites/assets/js/editor/types/widgets/widgets.test.ts","Favorite widgets","","","Add favorite",""
"passed","Thu Jan 25 12:44:59 GMT 2024","Thu Jan 25 12:45:05 GMT 2024","6306","","video.test.ts","Video tests inside a container @video","","","Verify Video Promotions",""
"passed","Thu Jan 25 12:46:30 GMT 2024","Thu Jan 25 12:46:35 GMT 2024","5690","","link.test.ts","Testing link control for widgets: @styleguide_image_link","","","Verify image link control",""
