"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 14:42:26 GMT 2024","Wed Jan 24 14:42:46 GMT 2024","20373","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""happy-elementor-addons"" plugin: @pluginTester2_containers",""
"passed","Wed Jan 24 14:38:35 GMT 2024","Wed Jan 24 14:38:38 GMT 2024","3582","","assets/js/editor/elements/views/base.test.ts","","","","renderDataBindings() sanity test",""
"passed","Wed Jan 24 14:40:41 GMT 2024","Wed Jan 24 14:40:46 GMT 2024","4544","","container.test.ts","Container tests @container","","","Widgets are not editable in preview mode",""
"passed","Wed Jan 24 14:43:40 GMT 2024","Wed Jan 24 14:43:57 GMT 2024","17109","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""code-block-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Wed Jan 24 14:40:11 GMT 2024","Wed Jan 24 14:40:17 GMT 2024","5861","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Verify that the tab sizes don't shrink when adding a widget in the content section.",""
"passed","Wed Jan 24 14:40:36 GMT 2024","Wed Jan 24 14:40:41 GMT 2024","5136","","editor-v2.test.ts","Editor v2","","","check that app-bar exists",""
"passed","Wed Jan 24 14:41:55 GMT 2024","Wed Jan 24 14:42:13 GMT 2024","17726","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""unlimited-elements-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Wed Jan 24 14:37:44 GMT 2024","Wed Jan 24 14:37:48 GMT 2024","4114","","assets/dev/js/editor/elements/views/widget.test.ts","$e.run( 'editor/elements/views/widget' )","","","Check if the empty placeholder is displayed inside the Image Carousel",""
"passed","Wed Jan 24 14:37:28 GMT 2024","Wed Jan 24 14:37:31 GMT 2024","3006","","core/app/modules/onboarding/onboarding.test.ts","On boarding @onBoarding","","","Onboarding Create Account Popup Open",""
"passed","Wed Jan 24 14:37:48 GMT 2024","Wed Jan 24 14:37:56 GMT 2024","7703","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Accessibility on the Front End",""
"passed","Wed Jan 24 14:38:01 GMT 2024","Wed Jan 24 14:38:07 GMT 2024","6241","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Responsive breakpoints for Nested Tabs",""
"passed","Wed Jan 24 14:37:55 GMT 2024","Wed Jan 24 14:38:11 GMT 2024","15773","","elements-regression.test.ts","Elementor regression tests with templates for CORE","","","Test html template",""
"passed","Wed Jan 24 14:38:31 GMT 2024","Wed Jan 24 14:38:35 GMT 2024","3876","","assets/js/editor/controls/wysiwyg.test.ts","","","","WYSIWYG Control allows mixing HTML & entities",""
