"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 17:44:11 GMT 2024","Wed Jan 17 17:44:20 GMT 2024","9497","","modules/styleguide/styleguide.test.ts","Styleguide Preview tests @styleguide_image_link","","","Adding and removing new colors",""
"passed","Wed Jan 17 17:43:19 GMT 2024","Wed Jan 17 17:43:28 GMT 2024","8405","","core/base/document.test.ts","Document tests","","","Converting Gutenberg page to sections columns",""
"passed","Wed Jan 17 17:42:08 GMT 2024","Wed Jan 17 17:42:14 GMT 2024","5414","","basic-gallery.test.ts","","","","Basic Gallery",""
"passed","Wed Jan 17 17:42:01 GMT 2024","Wed Jan 17 17:42:09 GMT 2024","8637","","modules/ai/text.test.ts","AI @ai","","","Text",""
"passed","Wed Jan 17 17:42:42 GMT 2024","Wed Jan 17 17:42:59 GMT 2024","16441","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""sticky-header-effects-for-elementor"" plugin: @pluginTester2_sections",""
"passed","Wed Jan 17 17:43:22 GMT 2024","Wed Jan 17 17:43:26 GMT 2024","3836","","modules/nested-accordion/nested-accordion.test.ts","Nested Accordion experiment is active @nested-accordion","","","Nested Accordion stays full width in container Direction Row",""
"passed","Wed Jan 17 17:41:02 GMT 2024","Wed Jan 17 17:41:05 GMT 2024","3671","","assets/dev/js/editor/elements/views/widget.test.ts","$e.run( 'editor/elements/views/widget' )","","","Check if the empty placeholder is displayed inside the Image Carousel",""
"passed","Wed Jan 17 17:41:19 GMT 2024","Wed Jan 17 17:41:39 GMT 2024","19284","","elements-regression.test.ts","Elementor regression tests with templates for CORE","","","Test social_icons template",""
"passed","Wed Jan 17 17:45:42 GMT 2024","Wed Jan 17 17:45:46 GMT 2024","4735","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Nested tabs stretch for top direction",""
"passed","Wed Jan 17 17:44:25 GMT 2024","Wed Jan 17 17:44:29 GMT 2024","4540","","container.test.ts","Container tests @container","","","Widgets are not editable in preview mode",""
"passed","Wed Jan 17 17:45:47 GMT 2024","Wed Jan 17 17:46:11 GMT 2024","23455","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""ooohboi-steroids-for-elementor"" plugin: @pluginTester1_containers",""
"passed","Wed Jan 17 17:40:49 GMT 2024","Wed Jan 17 17:40:50 GMT 2024","819","","core/app/modules/onboarding/onboarding.test.ts","On boarding @onBoarding","","","Onboarding Site Logo Page",""
"passed","Wed Jan 17 17:42:03 GMT 2024","Wed Jan 17 17:42:09 GMT 2024","6014","","link.test.ts","Testing link control for widgets: @styleguide_image_link","","","Verify social-icons link control",""
"passed","Wed Jan 17 17:42:46 GMT 2024","Wed Jan 17 17:43:04 GMT 2024","17672","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""dynamic-visibility-for-elementor"" plugin: @pluginTester1_sections",""
"passed","Wed Jan 17 17:44:20 GMT 2024","Wed Jan 17 17:44:31 GMT 2024","10595","","modules/styleguide/styleguide.test.ts","Styleguide Preview tests @styleguide_image_link","","","Adding and removing new fonts",""
"passed","Wed Jan 17 17:42:32 GMT 2024","Wed Jan 17 17:42:38 GMT 2024","5446","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Verify that the icons don't disappear when the tab title is updated",""
"passed","Wed Jan 17 17:42:33 GMT 2024","Wed Jan 17 17:42:52 GMT 2024","18418","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""sb-elementor-contact-form-db"" plugin: @pluginTester2_containers",""
"passed","Wed Jan 17 17:44:41 GMT 2024","Wed Jan 17 17:44:58 GMT 2024","16289","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""tutor-lms-elementor-addons"" plugin: @pluginTester2_sections",""
"passed","Wed Jan 17 17:41:29 GMT 2024","Wed Jan 17 17:41:37 GMT 2024","7903","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Accessibility on the Front End",""
