"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 12:46:12 GMT 2024","Tue Jan 23 12:46:24 GMT 2024","11697","","elements-regression.test.ts","Elementor regression tests with templates for CORE","","","Test image_box_hover template",""
"passed","Tue Jan 23 12:47:03 GMT 2024","Tue Jan 23 12:47:10 GMT 2024","6995","","modules/nested-tabs/nested-tabs.test.ts","Nested Tabs tests @nested-tabs","","","Check if the svg icons are visible on mobile display on the front end",""
"passed","Tue Jan 23 12:45:54 GMT 2024","Tue Jan 23 12:46:04 GMT 2024","10101","","modules/ai/user-information.test.ts","AI @ai","","","User Information",""
"passed","Tue Jan 23 12:49:06 GMT 2024","Tue Jan 23 12:49:14 GMT 2024","8901","","container.test.ts","Container tests @container","","","Test spacer inside of the container",""
"passed","Tue Jan 23 12:49:17 GMT 2024","Tue Jan 23 12:49:28 GMT 2024","11034","","includes/widgets/image-carousel.test.ts","Image carousel tests","","","Image caption test",""
"passed","Tue Jan 23 12:50:04 GMT 2024","Tue Jan 23 12:50:23 GMT 2024","18822","","plugin-tester-pro.test.ts","Plugin tester tests: containers","","","""jetwidgets-for-elementor"" plugin: @pluginTester2_containers",""
"passed","Tue Jan 23 12:44:49 GMT 2024","Tue Jan 23 12:44:50 GMT 2024","793","","core/app/modules/onboarding/onboarding.test.ts","On boarding @onBoarding","","","Onboarding Site Logo Page",""
"passed","Tue Jan 23 12:48:09 GMT 2024","Tue Jan 23 12:48:11 GMT 2024","2795","","hidden-widgets-on-search.test.ts","","","","Spacer widget should be shown in search result",""
"passed","Tue Jan 23 12:49:48 GMT 2024","Tue Jan 23 12:50:06 GMT 2024","17524","","plugin-tester-pro.test.ts","Plugin tester tests: sections","","","""header-footer-elementor"" plugin: @pluginTester1_sections",""
"passed","Tue Jan 23 12:46:08 GMT 2024","Tue Jan 23 12:46:14 GMT 2024","5692","","container-grid.test.ts","Container Grid tests @container","","","Test Empty View should not distorse preview on tablet",""
"passed","Tue Jan 23 12:46:54 GMT 2024","Tue Jan 23 12:47:00 GMT 2024","5700","","container.test.ts","Container tests @container","","","Test widgets inside the container using position fixed",""
"passed","Tue Jan 23 12:44:42 GMT 2024","Tue Jan 23 12:44:47 GMT 2024","5595","","accordion.test.ts","","","","Accordion",""
